baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene
3331.366420943184,3.1421702544682932,0.2648505228163369,11.863938273768337,1.8219910281852458e-32,1.0891301753867342e-29,nan_1
0.0,,,,,,OR4F5
0.0,,,,,,nan_2
0.0,,,,,,nan_3
24.19269766910427,1.7886258336343834,0.30100597694121817,5.942160523887785,2.8128975884285317e-09,3.723854712040566e-08,SAMD11
456.22241669575095,0.33315737880871416,0.10633294712939032,3.133152873147723,0.0017293934368658352,0.00543873589554205,NOC2L
11.037331357218338,0.49211926226037295,0.42388609741110544,1.160970518415214,0.2456538889432549,0.3516257820921042,KLHL17
2.0107073655342784,1.015448036397825,0.8487778483695846,1.1963649126192406,0.23155418749899803,0.33524128384810686,PLEKHN1
0.803644365311652,2.2348822937543913,1.5105312523440007,1.4795339654749695,0.13899766048026468,0.22195639979289775,PERM1
8.442028900122315,-0.03549321525017752,0.4239587221377343,-0.08371856361678202,0.9332801973270938,0.9532129083825781,HES4
444.98757860145,1.456225475380754,0.26818361854724837,5.429956845496875,5.636768058775692e-08,5.583597780082334e-07,ISG15
668.0671697943642,-0.20432500476968196,0.20205781647248622,-1.0112204929102777,0.31191090961103074,0.42394673457188253,AGRN
0.0,,,,,,RNF223
33.035192864320784,0.6383949290830265,0.2437168482882913,2.619412377792908,0.008808139763873925,0.022144601189687616,C1orf159
0.3245472535876903,1.5124050504290125,2.556326647832778,0.5916321576944052,0.5540969350802979,,TTLL10
1.1150658776504556,1.2779550950082335,0.918856470592213,1.3908103560337097,0.16428294190801374,0.2546156245646539,TNFRSF18
4.23017505545362,1.404437332011635,0.6765198205007095,2.0759736661849395,0.03789638661501173,0.07633302757523489,TNFRSF4
2427.5455808410566,-0.20189203245524856,0.11268920644160543,-1.791582697495232,0.07319983677931548,0.1314923558973788,SDF4
197.08526580116484,0.3758739103773829,0.12703260946671185,2.9588773461815596,0.003087619663212679,0.008988159731345095,B3GALT6
2.4239712374047797,0.1953720915764272,0.5377189582713524,0.3633349514112452,0.7163546872764825,0.792225324486372,C1QTNF12
265.05428453466845,0.2702486998685664,0.13061838032270706,2.068994418709582,0.03854661044696768,0.07743200459697192,UBE2J2
16.04756243942788,1.4770400947665159,0.4329819067491254,3.4113205927155046,0.0006464902993750195,0.0022913916152534895,SCNN1D
200.7506461814532,-0.048654743465602966,0.17326526797371397,-0.28081071316026457,0.7788555862080606,0.841031996167976,ACAP3
55.30783442471919,0.6840882196829593,0.1959060341993508,3.4919201058750553,0.0004795616668252457,0.001768710827194582,PUSL1
425.24497769290815,-0.3856469949427448,0.09468662610597435,-4.0728771401266775,4.6435922426574405e-05,0.00022350793011886633,INTS11
670.0223363341472,-0.2819076035163175,0.18145856864720736,-1.553564571890808,0.12028831556589588,0.19741510037224433,CPTP
2.5133641019883353,-1.132031717028711,0.706200947096286,-1.6029881037165556,0.10893728056052311,0.18235749197094558,TAS1R3
513.6215122342757,-0.5508299600707764,0.1763369979943655,-3.123734476234971,0.001785715220796714,0.005581098257240757,DVL1
102.47689199151162,1.0182237408978798,0.2271675849212709,4.482258070625543,7.38573507290025e-06,4.3679259704343866e-05,MXRA8
1125.3449237281288,1.227475837059454,0.1875846763444802,6.543582668796035,6.006225818946986e-11,1.1274005033583825e-09,AURKAIP1
201.31967136559132,0.7137506937149594,0.2653743231560699,2.689599676511257,0.00715377792574078,0.018586428706429826,CCNL2
783.5099774692109,0.4779853581702122,0.1213314102275863,3.939502205353383,8.165085157290883e-05,0.0003708408927954849,MRPL20
11.5516240909305,0.588478267804068,0.41718979424114316,1.410576854773003,0.1583694202169973,0.24722554530057975,ANKRD65
0.013748882520377292,0.7901986957153213,3.1390879196173347,0.251728755597151,0.801250728814598,,TMEM278
711.9303361573689,0.2724766071644289,0.21173328450799772,1.2868860358803755,0.19813401315626855,0.2957831939750961,VWA1
90.03066653338907,0.9215442885059687,0.30544133428911047,3.0170909600391416,0.0025521321798205564,0.007628837298808992,ATAD3C
47.68762997436468,1.7231257449236703,0.32144634139348816,5.3605392970217745,8.297387453072123e-08,7.896999130168215e-07,ATAD3B
189.87702729959145,0.41770610976996614,0.1637937596725475,2.550195505647065,0.010766252544510805,0.026260059172439884,ATAD3A
1.5786957931030094,1.0108575004432363,0.7977389429140205,1.2671532578699565,0.20510049543733277,0.30390617790895474,TMEM240
1300.3676382675787,-0.04457206432716845,0.1174242894750212,-0.3795812989496516,0.7042562449076961,0.783986286397471,SSU72
12.848960575070988,0.1968430986398844,0.38772304469668556,0.5076899640924725,0.6116707876820298,0.7044525662952285,FNDC10
257.4964283159451,-0.635948783666193,0.2518433787530233,-2.525175713632132,0.011564045309027363,0.027939174506972402,MIB2
0.9323278477233672,0.4623369551130991,0.8942705140624044,0.5169989928582572,0.6051568618794168,0.6993455003137745,MMP23B
154.7968367315297,0.1604878751048912,0.13960063138554876,1.1496214129695166,0.2502998348203198,0.35656828898051424,CDK11B
258.9327151897341,-0.3813573642595089,0.14769584170998343,-2.5820453700270374,0.0098216672052184,0.02431480594194081,SLC35E2B
4.06268181123591,0.17898804162267845,0.5579783879834761,0.32077952386209446,0.7483774776305028,0.816861458693422,CDK11A
5.6657561107389816,-1.3672065013335595,0.3990852117135354,-3.4258510744190254,0.0006128763205671315,0.0021837055878620717,SLC35E2A
820.8187170610015,-0.028736364428164997,0.12057995385722632,-0.23831792523482406,0.8116345194895673,0.8672417913579151,NADK
2144.3613759535115,-0.11757349148889433,0.08050543664947281,-1.4604416345298372,0.14416873728061275,0.22852325495311404,GNB1
0.7163322175866315,0.352030171702331,1.5470697259042439,0.22754641617498753,0.8199988807716629,0.8729914140910433,CALML6
72.39533632520053,-0.7355195177689046,0.15701009904855562,-4.684536359291411,2.8059435673572068e-06,1.8470976248990133e-05,TMEM52
12.088064009725985,-1.557777337154452,0.6426996802107201,-2.4238028819988022,0.015358939641288153,0.03561220944426383,CFAP74
2.003233030345697,0.7893006140612993,0.6187837512388712,1.2755677770804987,0.2021083508780802,0.3003980256427051,GABRD
277.4356206316321,-0.30444212636976137,0.09202503201681539,-3.3082534142898403,0.0009387981792512026,0.003188549235559919,PRKCZ
260.1015727481865,-0.03806086131348954,0.2362252947048177,-0.16112102372885012,0.8719980820341435,0.9099364973126532,FAAP20
918.2845330384154,-1.1443152192777077,0.09773431240817661,-11.7084286069216,1.1539850191472538e-31,6.405441131280935e-29,SKI
