row_idx,AUC_P_Cell_death,AUC_P_Hepatocyte_injury,AUC_P_Inflammation
2640,27508.320789925856,28365.191177528053,29423.673488263667
2639,27508.320789885638,28365.19117752804,29423.673488250133
2641,27409.838317952042,28361.967561524536,29407.781365142662
2642,27409.838317952046,28361.967561524558,29407.781365143266
2644,27409.838325300916,28362.914736870927,29407.78136514943
2643,27409.838325861238,28361.96756125251,29407.781365138646
2645,27409.83832491187,29020.674291331834,29407.781365860865
2646,27409.83832299789,29020.674291331867,29407.781365853072
2647,27409.838324510776,29013.965016217895,29407.78136586374
2648,27409.45290197889,29013.965015045604,29407.781365854084
2649,27274.43723154254,29007.972551452825,29380.965867713116
2650,27274.437236996466,29007.97255145275,29380.96586771909
2651,27274.437237372716,29007.972551453175,29380.965867721105
2652,27088.660170712228,28999.969774865735,29341.58460699214
2653,27088.848869259968,28999.97109486071,29341.584607031116
2655,28764.021929553383,644.2814728811716,29335.79788062942
2654,28812.61231360184,29000.01049368009,29341.584607017056
2656,28780.246787554068,644.2823906771935,29335.797880871418
2657,28761.629313659378,641.5718926568115,29335.797881486244
2659,28761.62931367229,641.5718926959769,29335.797881379574
2658,28761.62931367228,641.5718926959762,29335.797881459795
2661,28719.66179796894,641.4449646400966,29292.143940170594
2660,28709.24855715777,641.4444351153678,29292.143940563157
2662,28719.661797966568,641.4449644951277,29292.14394011027
2663,28719.661796995963,641.4449645938518,29292.14394004899
2664,28719.661797753706,636.8590899878661,29292.143938172474
2665,28719.661797753655,636.8590899872845,29292.143938163506
2667,28719.98964860283,636.8641122454653,29292.14393961295
2666,28719.661796996814,636.8590898503895,29292.143939629215
2668,28719.9896498634,636.8641122015897,29338.585899475558
2669,28719.989649240757,638.2727010912481,29338.58589947978
2670,28719.98964714724,638.2727011876209,29338.58589950969
2671,28719.989647158356,652.5336541603018,29338.585899492493
2672,25152.57836352845,652.4433867056816,29338.585898959696
2674,25152.578362004562,652.4433868259255,29338.585899672187
2673,25152.578356219572,652.4433868341778,29338.58589968259
2675,25152.578415391596,652.4433869061397,29500.89934929974
2676,25152.57838352181,652.4433869825316,29500.89934882465
2678,25329.264830162258,650.2579531212231,29527.154503954327
2677,25329.264853509005,652.5223802341332,29527.15450397192
2679,25329.264823414545,654.1679457949086,29527.154503956477
2681,25329.264880153336,654.1679457464217,29527.15450397945
2680,25329.26482790098,654.1679457773497,29527.154503927006
2682,25329.26487488763,455.4932952772411,29527.154503952217
2683,25329.26487717227,526.7252827128507,29527.15450406393
2685,25327.94657581652,526.719327307948,29527.154504085123
2684,25327.94657212869,526.71932744293,29527.154504075083
2686,25327.946574093978,528.6859234842798,29527.154504103666
2687,25327.946574093978,528.6859234842798,29527.154504103666
2688,25327.94657569124,529.3125594708621,29527.15450407795
2689,25327.94657319152,529.312558584151,29527.154504077986
2690,25369.854326704226,529.3133820215004,29527.15450409506
2691,25369.854327253594,22523.822775117816,29527.154504048136
2693,25369.854326551715,22487.781850851323,29527.15450405104
2692,25369.854326716617,22523.822782904852,29527.154504041948
2694,28353.113591667523,22518.577729067485,29527.154503989746
2695,28353.11359166756,22518.577700739326,29527.154503998492
2697,28353.113593997972,22518.57761419076,29527.154503921087
2696,28353.113594696963,22518.57773888331,29527.1545040037
2699,28353.264000793453,22518.829449294313,29527.15450395165
2698,28353.113598307318,22518.57772950765,29527.15450391988
2700,28353.065678119136,22518.18917459846,29527.15450393017
2701,28181.801260306678,22505.950550510755,29424.725272414056
2703,27817.11412633537,22483.901549146147,29139.120039768473
2702,27817.114126920584,22483.9015363406,29139.120039452566
2704,27817.114126394394,22483.90153546807,29139.120039795114
2705,27817.114126621833,22589.412726193597,29139.120039766727
2706,27817.763520338365,22589.56448262046,29139.120039773592
2707,27812.41371228731,22589.42626354993,29139.1200397298
2708,27812.413712287445,22589.426351987713,29139.120039737943
2709,27812.413715102753,27773.152378949366,29139.120036979286
2711,27819.67483629487,27773.154851536336,29139.12003693448
2710,27819.67483720356,27773.154851141688,29139.120037030258
2712,28166.145992306,27798.532082701036,29413.986902514756
2713,28166.146000165914,27798.532084075363,29413.98690255031
2714,27370.73586863008,25545.72904234537,29340.073179632607
2715,27370.735869010256,25545.72904341003,29385.073085161188
2716,27370.735868947908,25488.669709182035,29385.073085080112
2717,27370.75129977323,25488.672314606392,29385.073085077704
2719,27370.74422641876,25398.356025829547,29385.073085418437
2718,27370.744226694107,25488.672004843524,29385.0730850828
2720,27370.744226595838,25398.35603743475,29385.073085427382
2721,27370.744227163254,25398.35602788017,29385.0730854223
2722,694.3179430751329,25387.808869030996,29385.073085743534
2723,684.0744213392618,25387.61578544174,29373.093909234303
2724,684.0744213226335,25012.637931108613,29373.093909106934
2725,684.0744213225823,25012.637933126854,29373.0939091026
2726,657.261619122567,25011.03631311348,29343.682266503194
2727,657.2616191228404,25011.036312933982,29343.68226650048
2728,664.9271360636385,25011.036545722272,29343.682266407435
2729,664.9271360800519,25011.03646481751,29343.68226639809
2730,664.9271360663297,25011.036582515168,29343.682266513002
2731,664.9271360630453,25011.036576206196,29343.6822661139
2733,662.2823192591873,25010.96765731348,29343.682266133226
2732,662.2900064328136,25011.036479985447,29343.682266113046
2734,662.2823192573164,25010.96753535879,29343.682266123054
2735,28056.722564332675,25011.472978263664,29343.682264673516
2736,28148.57802431293,25013.47110563912,29379.247729066352
2737,28148.578026070736,27797.012280144147,29379.247730158582
2738,28148.578024029397,28030.079627429768,29379.24772981102
2739,28148.57802616296,28030.07963011459,29379.24772981149
2740,28176.60702550389,28032.89662759025,29379.247731227682
2741,28176.607025736812,28099.394987866093,29379.247731557407
2742,28176.77312461156,28099.413373705866,29379.247731601652
2743,28084.567644804483,28095.27550561127,29337.596109003764
2744,28084.567644813284,27175.75975500585,29337.59610946526
2745,28084.567644668587,27089.29157877665,29337.596109269947
2746,28084.56764452006,14389.762888952911,29337.59610854988
2747,28084.567644599956,14335.663196441119,29337.59610875944
2748,28084.567644599952,14335.663233236388,29337.596108759437
2750,28084.56764486453,14335.663154014275,29337.59610877109
2749,28084.56764460102,14335.663286504485,29337.596108792754
2752,28084.56764576889,27883.20072658766,29337.596109093167
2751,28084.56764486453,14335.663154014275,29337.59610877109
2753,28084.567646432024,27883.200724880906,29518.333218186297
2754,28084.56764631621,27783.787491319246,29518.333218175743
2755,28084.567646277184,27783.787491560724,29518.333218177322
2756,28084.420291643215,27783.767532373236,29518.333218184496
2758,28084.42029102653,27783.76752817457,29518.333218317806
2759,28084.420286343564,27783.767524847983,29518.333217854677
2757,28084.42029102736,27783.76752817641,29518.333218323583
2760,28109.248606132143,27783.780784342227,29518.33321669297
2763,28014.456764004408,27774.01997256509,29446.917718209173
2761,28108.7094218193,27783.461715429155,29518.33321563864
2762,28014.4567640046,27774.019972566413,29446.917718209836
2764,28014.456764004182,27774.019972565366,29446.91771820915
2766,28014.4567646622,27774.019976494543,29446.917718197452
2765,28014.456764661903,27774.019976493702,29446.917718196517
2767,28014.45676166499,27561.16885548875,29446.917717840533
2768,28014.45676653235,27561.168857025117,29446.917719022997
2769,28014.45676481721,27561.168856869277,29446.917718884124
2770,28014.456755419524,27561.16885458386,29446.91771832736
2771,28014.45675541978,27561.16885458587,29446.91771833561
2772,28118.598506856826,27561.271786685757,29446.91771887284
2773,28000.253849746623,28687.070040008715,27831.50295577753
2774,28000.234775879253,28687.066554110297,27831.502955778058
2776,28007.09406129091,28720.031032607687,27831.502955436405
2775,28007.0940612916,28720.031032607712,27831.50295543667
2777,28007.094077490863,28720.03103260926,27831.502957469384
2779,28006.965304101854,28718.633602960545,27831.502957585508
2778,28007.09407751714,28720.031032031642,27831.50295749728
2780,28006.965304364618,28718.633605714895,27831.502957601628
2782,28158.950695306186,28718.97255693325,27831.50295677108
2784,28159.431679353445,28714.598881712634,27831.50295794292
2781,28058.111017768875,28718.73254324072,27831.502957878518
2783,28159.43167888682,28720.120863911205,27831.50295794857
2786,678.8104724848729,28709.41860801435,27831.502940778955
2785,678.8104724845824,28709.418609791766,27831.50293883973
2787,708.6357218348721,28718.587721048723,28002.69168952445
2788,708.6357218444327,28718.58771776486,28002.691676330476
2790,27335.857613349326,28754.081350640106,28002.691691098087
2789,708.6357218094106,28718.587718505478,28002.691691400098
2792,27147.197417698502,28748.846062221382,27869.950285305757
2791,27147.197417994958,28748.846062334436,27869.950285793937
2795,27147.197416825486,27283.26048555698,27869.95028583921
2794,27147.197416968207,28748.84606238183,27869.950285902974
2793,27147.197417698284,28748.84606229906,27869.950285305746
2797,27135.84129393445,27283.25738505451,27869.95028666331
2796,27147.197416912,27283.260489239652,27869.950285193292
2800,27135.440993161625,26679.34728651335,27869.95028702705
2798,27135.440993036886,27282.416213016593,27869.950286856827
2799,27135.440993030497,26769.165832498817,27869.95028746812
2801,27135.440991220108,26679.347301934038,29479.780274445617
2804,27135.440993193573,25731.41085294976,29479.780274630455
2802,27135.440991085256,26679.347293582712,29479.780274092533
2805,27135.44099359973,25731.41085368319,29479.78027462933
2803,27135.440991606873,25731.41084707228,29479.78027408632
2807,27135.4409929623,27109.804678694156,29479.7802746156
2806,27135.44099359973,25731.41085368319,29479.78027462933
2808,27135.440993218064,27109.80467855269,29479.780274659992
2809,27135.464349359892,27109.80590513361,29479.780274654808
2813,27228.48494604791,25366.171837800575,29499.361981591806
2810,27135.46435001168,27261.79859929163,29479.78027459843
2812,27228.48494662129,25366.17179063068,29499.361981578368
2811,27135.46434914004,25364.841063840744,29479.780274617886
2816,27245.252854749186,25037.527203520276,29502.78311543285
2815,27380.37754556666,25041.07421181321,29532.23576176867
2814,27228.484946267723,25037.17390839504,29499.361981505237
2817,27245.660822527865,25037.527210029955,29502.78311621951
2819,27245.660821815036,25133.5080600992,29502.783116254483
2818,27245.66082254872,25037.527166697735,29502.783116243903
2821,27245.66082308108,25117.001283607256,29502.78311632013
2820,27245.660822099482,25133.508046391547,29502.78311621639
2822,27245.66082098988,25117.001195878365,29483.580239040402
2825,27245.660821115853,25463.216394502808,29483.580238700837
2824,27245.660820620215,25117.00119761037,29483.580238695577
2823,27245.66082079515,25117.00123645998,29483.580239068095
2826,27245.66082107144,25463.216389877245,29483.58023868066
2827,27245.660820959853,25223.473349113803,29483.580238713133
2828,27245.748587103062,25223.476218853386,29483.580238686216
2829,27245.74858710306,25223.476220082215,29483.580238686212
2830,27245.74858706283,25223.476231629327,29483.580238689734
2831,27245.74858743616,25223.4762145129,29483.58023868041
2832,28966.694266798782,29006.705063794514,26653.928405945757
2833,28987.796868487236,29060.796987431102,26653.92840649914
2835,28987.796864548007,28656.504168587562,26653.928397091768
2834,28987.796864547116,28656.50416941204,26653.92840502034
2837,27742.40543452349,28654.869229782427,26653.92840536656
2838,27742.40544262949,28442.450811353076,26653.928404736987
2836,28987.79686478793,28656.504169484673,26653.9283973457
2839,27742.102444189273,28442.45075493508,26653.928404488848
2840,27742.102454460924,28361.79070265005,26653.928405393286
2841,28805.229911859056,28365.830505318998,26653.92839564153
2842,28805.229912144918,28365.83050562327,26653.92837141629
2843,28788.479520892302,28365.767769716185,26653.928376870717
2844,28788.47952089244,28365.767769715334,26653.928388223772
2847,28788.456690843293,26968.07267408116,28019.608512542516
2848,28788.456690843293,26968.07267408116,28019.608512542516
2845,28788.479521339013,28365.767772444793,28019.608521288374
2846,28788.456694550914,28364.658983310725,28019.608519635723
2849,28788.456694544548,27017.016292923567,28019.608512121024
2851,28738.117850432245,26918.411831050536,27919.130879731005
2850,28788.456694777065,26923.61015695164,28019.608511969098
2852,28738.117850432245,26918.411831050536,27919.130879731005
2854,28738.117847712172,26918.41183046827,27919.130879650947
2853,28738.117847712176,26918.411830468292,27919.130879650933
2855,28738.117847712172,26918.41183046827,27919.130879650947
2856,28738.117847712187,26918.41183046827,27919.13087965094
2858,28738.117845324763,26918.41182854536,29490.37831297372
2859,28738.117845325516,26918.411818204935,29490.378312923218
2857,28738.11784586548,26918.41183331329,29490.37831295825
2860,28738.11635818767,26918.39591622939,29490.37831296127
2861,28738.116358187628,26918.395918441303,29490.378312955392
2862,28738.116358185624,26917.402115119818,29490.37831295565
2863,28738.11635842487,26917.40212824699,29490.378312988432
2866,28644.795203742342,26910.235797571488,29434.87680601321
2864,28644.792084242617,26910.215294403868,29434.876805985732
2865,28644.792084242577,26910.215294602585,29434.87680597706
2867,28644.795203742367,26910.2357973725,29434.876806022858
2869,28664.19986419499,26895.143112541013,29434.876806682805
2870,28664.199867470532,27149.11969173922,29434.87680609888
2868,28664.19987011989,26910.26335485131,29434.876805970467
2871,28663.90215155814,27149.07454408368,29434.876805628715
2872,28708.193201591053,27153.416336563005,29465.581499214935
2873,28708.19320158227,27156.565397602404,29465.581499206626
2874,28789.742705333025,27165.628239581503,29519.173645660343
2875,28789.74054624358,27165.624762070867,29519.17364567975
2876,28789.740548794078,27165.624764463126,29519.173645724575
2878,28789.73206545205,27165.623125399503,29519.1736456703
2877,28789.732065350865,27165.6231249005,29519.17364567701
2879,28789.73206797695,22953.28613625053,29519.17364562609
2880,28789.732067976962,22951.843189743075,29519.1736456261
2881,28789.732067976962,22951.843189743075,29519.1736456261
2882,28789.732066547083,23168.269917761423,29519.173646121366
2883,28789.73206183542,23168.269922286687,29519.173646163283
2884,28728.116023860977,23160.80899968397,29477.89457611949
2885,28728.116023860952,23160.80900071976,29477.894576120434
2886,28728.116023860814,23160.809006929132,29477.894576123654
2887,28723.70446414665,23160.80347105077,29477.89457622709
2888,28723.70446414665,23160.80347105077,29477.89457622709
2889,28723.70446430656,23160.8034739938,29477.894576183815
2891,28847.649319572774,27839.270067713514,29504.54339868086
2890,28723.704463886315,23160.80347928482,29477.89457619966
2893,28847.649323604703,27839.270072718973,28274.286585212216
2892,28847.649319131866,27839.27006470764,29504.54339864099
2894,28847.474815007707,27838.81496677297,28274.286584342106
2895,28821.34960661785,27838.728889308863,28274.286580769152
2896,28039.147383374708,27806.40046862755,28274.28658139844
2897,28039.147382965475,27806.400468330525,28274.28657695282
2898,28039.147382308827,27806.40046777218,28274.2865757088
2899,28039.1473831221,27806.40046828598,28274.286584366168
2900,28039.14738312133,27806.40046821095,28274.286584819412
2901,28039.14738299531,28914.396584369504,28274.286584448004
2902,28039.14738299537,28914.396584374168,28274.286584448055
2903,28039.147383144395,28352.12629862479,28274.28658431128
2904,28045.09316106644,28393.30056044832,28274.28658560159
2905,28045.09316117052,28393.300560113756,28274.28658567529
2906,28045.09316095172,28344.12909044135,28274.28658568507
2907,661.0538551452556,28338.71126325535,28274.286583320958
2908,661.0538551158295,28345.295860883787,28274.286583187648
2909,661.0538551177679,28345.295863988602,28274.286583144265
2910,661.0538551168361,28345.2958639882,28274.286583146044
2911,661.0567486685063,28345.944276346898,28274.286583699188
2912,661.0567486677598,27047.378690170357,28274.286575961814
2913,661.056748670287,27065.12905993866,28274.286568310246
2914,661.0567486682007,27125.890547909752,28274.28657337703
2915,661.0567486682007,27125.890547909752,28274.28657337703
2916,661.0567486680297,27125.890547910934,28274.286573381385
2917,661.0479186930828,27125.826771907094,28274.286573529396
2918,661.0479186942249,27125.82677241861,28274.286573963123
2919,661.0479187092878,27125.82677250138,28274.286565821974
2920,661.0479187094012,27125.82677248211,28274.28656583537
2922,660.9602992347563,27132.143783835127,28274.28657273527
2921,661.0479186895761,27132.143788872014,28274.28657273534
2923,616.8133614568644,27122.417769661777,28084.83048498927
2924,616.0915177767797,27122.4174015068,28084.830472336656
2926,655.036910304369,27231.824010354238,28256.110621491505
2925,616.09151781526,27222.10083595515,28084.83047127387
2927,655.0310270677096,27231.821008586896,28256.11062152988
2928,655.0310269645331,27231.8210077836,28256.11062587821
2930,655.031026930824,27229.306233055042,28256.110630304014
2931,662.1227002942713,27229.306561421003,28256.11063281578
2929,655.0310269315322,27229.30623389786,28256.110630304327
2932,662.1227002768488,27229.306561233345,28256.110637047255
2933,662.1227003198264,27229.306561668043,28256.110635373327
2934,662.1227003198562,27229.306561807647,28256.11063537329
2935,662.1227003143135,27229.306557775606,27360.103405335314
2936,662.1227003593929,27273.133306927106,27360.103404022317
2937,632.5540064545553,27269.54811525246,27123.92206541707
2938,632.554006454207,27269.54811533665,27123.922065683724
2939,632.5570155949201,27269.854814420083,27123.92206585862
2940,632.5570155952774,27269.854814489296,27123.922065677812
2941,632.5644256116756,27269.8554074892,27123.92206638475
2942,632.5644255923769,25632.65453255789,27123.922065362378
2943,632.5644257665865,25632.654548987364,27123.922068214873
2945,664.7803905911022,25636.69889343139,27376.611783267534
2946,664.780390586591,25606.426360833982,27376.611783376342
2944,664.7803905514179,25636.69888591637,27376.611783814762
2947,664.7803906642492,25606.426367199754,27376.61178348589
2949,676.7247982002511,25608.39511713548,27454.66014983996
2948,676.724798200252,25608.39511841845,27454.66014983957
2950,28929.41243740881,28894.03799495977,29350.51300997728
2953,28270.779012535335,28808.36618197871,29350.51301107328
2952,28929.416933384568,28894.038016188933,29350.513009985007
2951,28929.41243741106,28894.03799495963,29350.513009977793
2954,28270.779013231462,28808.366181983747,29350.513011076022
2956,28273.115388561553,28808.39415927523,29350.513011097337
2955,28272.993782006997,28808.366520841962,29350.51301107741
2957,28273.115388564074,28808.394159275307,29350.51301109078
2958,28230.059415452808,28808.388319633646,29350.51301106646
2959,28232.878459613454,28808.38993396141,29350.513011103154
2960,28232.878459614843,28808.38993396144,29350.513011055224
2961,28232.878466242673,28740.267475510358,29350.51301112325
2962,28232.87846623367,28740.267475510358,29350.513011100957
2963,28232.87846623364,28740.267475510314,29350.513011119598
2964,28232.87846623364,28740.267475510314,29350.513011119598
2966,28233.013860745807,28740.269588708325,29350.513011133076
2965,28232.95143063675,28740.268138382962,29350.51301157663
2968,28265.95097429932,28882.67403329025,29364.351713097836
2967,28265.950970897153,28740.721942290667,29364.351714351957
2970,28227.14293757701,28882.587994256697,29346.612409468442
2971,28250.66106722293,28882.588089458804,29346.612409781854
2972,28250.6610638828,28798.555511887447,29346.61240958564
2969,28265.950974298772,28882.67403329028,29364.351713183274
2973,28250.688562840245,28798.557375629614,29346.61241107614
2974,28250.688562702915,28798.55737562875,29346.61241112944
2975,28250.688554470667,28798.55737281481,29346.612411049588
2977,28250.688554229135,28796.944923280906,29346.612411029222
2976,28250.68855446874,28798.55737281481,29346.612411041737
2978,28250.68855316144,28796.94492328087,29346.61241108362
2981,28178.886731111652,28796.32057439505,29324.449021357315
2979,28250.688561292583,28796.944919611207,29346.6124110008
2982,28203.58674520516,28796.458914289375,29337.458379454965
2980,28233.933652216336,28796.533109353928,29346.61241091536
2983,28203.586745393342,28796.458916240263,29561.948421112473
2984,28203.586745393943,28796.458916240248,29561.9484211269
2985,28203.586745928587,26935.62240153355,29561.94842049358
2986,28203.586742761327,26862.26501943632,29561.948420252746
2987,705.6499951172772,26862.215890770065,29561.948421366003
2990,705.64999514027,26719.699036534406,29561.948421415807
2988,705.6499951131627,26862.215888995535,29561.948421160887
2989,705.6499951345121,26719.699037898303,29561.94842143959
2991,705.6499951478513,26761.03784803282,29561.948421410194
2993,705.6499951643355,15410.756439619796,29561.948421424415
2992,705.6499951583583,19468.867891077763,29561.94842142418
2994,705.6499951642886,15410.75640323301,29561.948421453108
2996,705.6499951419712,15846.403253245193,29561.94842133789
2997,705.6499951467722,15846.403109858473,29561.94842132053
2995,705.6499951436169,15410.75639632081,29561.948421365432
2998,705.6857670999381,15846.4761988241,29561.948421335124
2999,705.6857671391704,26428.938927097926,29561.948421316403
3000,705.6857670856007,26428.938924083996,29561.94842092521
3001,681.0907054598954,26427.30818296367,29528.40552453295
3002,681.0907054391379,26427.308242024978,29528.405524773276
3004,681.0907054553267,26427.30824016261,29528.405524724385
3003,681.0907055174893,26427.30824320524,29528.40552475242
3005,681.0907054690138,26436.43877966525,29528.405524744612
3008,681.0907055137925,26436.43878880987,29542.55490990714
3006,681.0907054456347,26436.438780754957,29528.405525087517
3007,681.0907054456347,26436.43878075495,29528.405525087517
3009,27330.901169913242,28299.10525547352,29560.62370004291
3011,27330.901162099588,26684.680268245676,29560.623699758486
3010,27330.90115705677,26684.680268697237,29560.623699775093
3012,27330.94580293858,26684.68063749486,29560.62369974829
3014,27330.94270871346,26684.680571047385,29371.66038624355
3013,27330.94271809754,26684.68056949911,29560.623699766053
3015,27330.94270871346,26684.680571047385,29371.66038624355
3016,27330.942680932607,26684.680570870994,29371.660386238895
3018,28878.173938636537,27398.616410890332,29371.660387014887
3017,28878.173933759455,26684.689047412357,29371.660386109055
3019,28878.173938671942,27398.616402388812,29371.660386435466
3022,28878.173936237148,27395.654482202666,29371.660385948227
3021,28878.173936846768,27394.280515154962,29371.66038715255
3020,28878.1739385993,27398.616400857794,29371.66038643338
3023,28870.3890709515,27395.652789919874,29371.660385945186
3024,28813.29538208941,27390.74051116817,29338.956008102396
3025,28813.295381271462,27394.18016954194,29338.956008452235
3026,28813.25132597631,27394.17972746629,29338.956008439225
3027,28863.917109721973,27399.243112948265,29370.337213525876
3028,28863.91711210933,27399.243114733556,29370.337213535822
3029,28882.090001626097,27401.37732147216,29381.384226397364
3030,28882.08999900081,27401.37731076038,29381.38422678441
3031,28882.226750871254,27401.438135543845,29381.38422677527
3032,28882.226750871272,27401.438135536686,29381.3842267637
3033,28882.226752837734,27397.341405408046,29381.384225541322
3034,28882.226752837756,27397.341405408057,29381.38422554099
3035,28874.871741731607,27397.340976227664,29381.38422675553
3036,28874.871739470982,27397.340960736656,29336.226876577923
3038,28905.27659745748,27413.13385031194,29353.84680793636
3037,28874.871739814538,27409.82671109146,29336.22687739651
3039,28864.98719899381,27408.284815720694,29329.14574118448
3040,28864.987198993775,27408.284831619505,29329.1457411909
3041,28864.987198993764,27408.284831619505,29329.14574119091
3043,28867.568247038736,28899.005933077817,29329.145741392807
3042,28867.56824040795,27419.32107631991,29329.1457417661
3044,28867.56824703878,28899.005933088236,29329.145741291017
3046,28867.575108460293,28899.00685884853,29329.145741366534
3045,28867.568247038776,28899.005933079625,29329.145741309134
3047,28867.56427030939,28898.879222178337,29329.145741862692
3048,28867.56427030937,28898.879222179203,29329.145741880722
3049,28867.564270309394,28898.879222176856,29329.145741836408
3050,28867.56427029457,28898.879222178297,29329.145741865992
3051,28867.564270294533,28898.879222173393,29329.14574184669
3052,28867.56427029457,28898.87922217817,29329.145741858327
3053,28867.56427029455,28898.879222176794,29329.145741874258
3054,28867.56427029456,28898.87922217819,29329.145741847853
3055,28867.564270381783,28961.22590785585,29329.14574099129
3056,28867.564264612236,28514.849196582538,29329.14574063564
3057,28867.564264612203,28514.849196582574,29329.145740640248
3058,28867.564264612254,28514.849196582567,29329.145740612636
3059,28867.564264612254,28514.849196582567,29329.145740612636
3060,28867.56426478228,28541.209113414177,29329.145739948664
3061,28870.133621413388,28541.213145476173,29329.14573998154
3062,28870.133621816163,28497.76793560721,29329.14574138857
3063,28870.13362135093,28464.38537971565,29329.145740404707
3064,28870.133621350906,28464.3853797303,29329.14574048375
3065,28870.82253025571,28464.38674684592,29329.14574048623
3067,28139.42436408705,28459.627765368925,29329.145739978423
3066,28139.42436367193,28459.627771215084,29329.14573996689
3069,28099.527453110917,26790.363850685506,29366.75315792142
3068,28099.527453037575,26775.064873944597,29366.75315785397
3070,28163.652001989834,26799.836042823554,29394.123271397104
3071,28163.65200178558,26799.83603906241,29394.123271456996
3073,28163.69523924151,26799.852084072045,29394.123271383112
3072,28163.69523935628,26799.852083807476,29394.123271522018
3074,28163.69523924151,26799.852084072045,29394.123271383112
3075,28163.695237819797,26799.852072401758,29394.123271358825
3076,28188.8929647775,26871.984538036173,29394.123270921176
3077,28188.892964280778,26871.98454017084,29394.123270695585
3079,28188.892963547525,26871.984555275427,29350.64092850152
3078,28188.892964259096,26871.98455754637,29394.123270733064
3080,28188.89297429223,28400.770085466975,29350.640929122248
3081,28188.892974392566,28400.7700874977,29350.640929100788
3082,28123.280771881382,28392.55865173789,29313.61198105249
3085,28156.088528834487,28397.074482646123,29333.50306438016
3084,28123.507966829322,28392.681768522387,29313.611981042613
3083,28123.280771881382,28392.55865173789,29313.61198105249
3086,28156.088523783626,27685.525100999323,29333.503063630546
3087,28156.08852247609,27685.52510120003,29333.503063635653
3088,28156.08852247611,27685.525101200023,29333.503063630265
3090,684.4977567156275,27680.530796911993,29333.503064205226
3089,28156.08851313615,27685.525101123785,29333.503063680077
3091,684.4977567156275,27680.530796911993,29333.503064205226
3092,648.0702011033202,27665.478225889812,29266.65198486401
3094,648.0702011578701,25102.192573375378,29266.65198434523
3093,648.0702011692867,25102.19259325359,29266.651984312353
3096,648.0702011681519,25102.19261077114,29266.651984454315
3097,648.070201168152,25102.19261077114,29266.651984452146
3095,648.0702011559869,25102.19261000255,29266.651984333526
3098,648.0702011681519,25102.19258326169,29266.651984402473
3099,648.070201168405,25134.2785322704,29266.651984273587
3100,648.0702011691419,25204.335101822893,29266.651984604414
3101,648.0702012148149,25204.33510662819,29266.651984541233
3103,26908.426629609567,25293.783340466653,29266.65198397311
3104,26947.97427301106,25293.788550856032,29266.651984865202
3102,26908.426634557796,25272.131578452318,29266.651984042655
3105,26947.974275573535,25293.78853531293,29453.1441016736
3106,26947.974283941665,25293.788541592316,29453.144101581776
3107,27229.067408840856,25303.779496754476,29527.67180529748
3108,27229.06740856584,25303.779506324132,29527.671804968017
3109,27229.06740728866,28339.901516980302,29527.671805235484
3110,27229.047855823974,28339.88503980549,29527.67180525308
3111,27229.0478558408,28339.88503980549,29527.67180524783
3112,27229.395452358258,28340.121108123174,29527.671805512997
3114,27229.395454850142,27801.241045749706,29527.671804931022
3113,27229.395454199104,27822.127475163325,29527.671804920283
3115,27229.184105400156,27801.206265333996,29527.671804971993
3116,27229.184105400156,27801.206265333996,29527.671804971993
3117,27229.184107023117,27895.16122344522,29527.67180530101
3118,27229.37184091396,27895.397886407358,29527.671805306374
3120,27225.544028997378,27895.397832339157,29527.671805440663
3119,27229.371832975532,27895.397886407198,29527.671805319507
3121,27225.544034012728,28327.14022938683,29527.671805405567
3122,27221.88014051741,28327.140215387102,29527.671805428105
3123,27221.880147912143,28327.140215411506,29527.671805548445
3125,27225.120569549363,28327.1403599876,29527.67180527165
3124,27225.120561831805,28327.140349910023,29527.671805683727
3126,27225.120564251003,28287.162314286,29527.671805302536
3129,28435.099295274842,28834.543086887465,29564.929741487525
3128,28435.09929527633,28834.54308688745,29564.92974144428
3127,28435.099295270244,28834.543086887465,29564.92974144184
3130,28435.09929517406,28771.90009196267,29564.92974146936
3131,28435.09929490667,28771.900092612897,29564.92974147427
3133,28435.106805132,28771.90025517311,29564.929741453743
3132,28435.09929490667,28771.90009261282,29564.929741485153
3134,28435.106807347813,28881.927636894252,29564.929741487766
3135,28405.76922540815,28879.821879908926,29550.23216743304
3136,28405.76922501854,28879.821879340692,29550.23216744821
3137,28405.769224978012,28908.211138144434,29550.232167739872
3138,28405.769224978,28908.211138144412,29550.23216773982
3140,28405.769224982712,28850.759057708587,29550.232167829014
3139,28405.76922700309,28908.211138190156,29550.232167793325
3141,28405.769224874854,29024.038015384285,29550.232167805923
3142,28429.379232568022,29035.82972277369,29550.23216817405
3145,28429.379242711224,28489.18820004003,29550.232168450224
3143,28429.379236498808,29027.34908526871,29550.2321681831
3144,28429.37923683012,29027.349085272726,29550.232168178474
3146,28429.379242887117,28438.278693595475,29550.2321681267
3147,28440.360215652552,28438.283351269714,29550.232168183124
3148,28492.724831078,28442.0489871048,29578.104413025452
3149,28444.351197135624,28438.229217717868,29551.137874996475
3151,28444.633717579556,28463.74821479247,29551.1378756564
3150,28444.351197332297,28463.376199402137,29551.137875447872
3153,29126.21180781978,28464.261361216344,29551.137875030763
3152,28444.557682865332,28463.59557593736,29551.137875205713
3154,29126.21180867624,28464.261355592353,29551.137875144497
3155,29126.211808681936,28475.34693046769,29551.13787513012
